tx	gene_id	CONTROL_REP1	CONTROL_REP2	CONTROL_REP3	CONTROL_REP4
FBtr0307057	FBgn0031322	1499.636	1612.99	1533.663	1612.718
FBtr0077972	FBgn0031322	1507.636	1620.99	1541.663	1620.718
FBtr0077977	FBgn0031323	476.798	590.197	510.7	589.836
FBtr0307096	FBgn0263080	87.56	114.068	80.38	115.577
FBtr0335380	FBgn0263080	202.456	305.247	223.898	306.263
FBtr0307097	FBgn0263081	123.029	178.906	116.227	180.937
FBtr0335381	FBgn0263081	164.621	254.404	175.141	255.466
FBtr0335382	FBgn0040723	233.798	340.9	259.592	341.599
FBtr0077973	FBgn0040723	155.115	239.398	161.768	240.919
FBtr0114498	FBgn0031324	476.798	590.197	510.7	589.836
FBtr0345742	FBgn0266885	322.074	434.204	353.799	434.175
FBtr0306546	FBgn0262944	506.766	620.163	540.696	619.816
FBtr0299796	FBgn0259229	2151.636	2264.99	2185.663	2264.718
FBtr0077920	FBgn0031327	1764.636	1877.99	1798.663	1877.718
FBtr0335383	FBgn0031327	2577.636	2690.99	2611.663	2690.718
FBtr0077921	FBgn0041097	5178.636	5291.99	5212.663	5291.718
FBtr0335384	FBgn0041097	7087.636	7200.99	7121.663	7200.718
FBtr0077922	FBgn0011294	450.836	564.249	484.701	563.989
FBtr0305552	FBgn0031331	421.047	534.387	454.701	534.159
FBtr0343837	FBgn0031331	1002.636	1115.99	1036.663	1115.718
FBtr0343846	FBgn0053923	222.482	328.338	246.906	329.212
FBtr0091926	FBgn0053922	222.482	328.338	246.906	329.212
FBtr0305553	FBgn0026141	347.366	459.837	379.753	459.704
FBtr0077925	FBgn0026141	298.95	410.509	329.908	410.536
FBtr0077924	FBgn0026141	351.25	463.807	383.743	463.692
FBtr0344105	FBgn0266357	106.404	148.282	97.48	150.165
FBtr0344104	FBgn0266358	118.837	171.11	111.08	172.931
FBtr0077948	FBgn0031332	759.636	872.99	793.663	872.718
FBtr0343845	FBgn0031332	682.636	795.99	716.663	795.718
FBtr0077947	FBgn0031333	765.636	878.99	799.663	878.718
FBtr0077946	FBgn0051924	493.772	607.182	527.697	606.835
FBtr0077944	FBgn0031335	616.688	730.001	650.671	729.75
FBtr0301010	FBgn0051659	370.796	483.609	403.721	483.577
FBtr0077943	FBgn0051659	309.514	421.312	340.862	421.401
FBtr0343844	FBgn0053126	823.636	936.99	857.663	936.718
FBtr0329947	FBgn0053126	591.688	705.002	625.689	704.75
FBtr0077942	FBgn0053126	591.688	705.002	625.689	704.75
FBtr0343838	FBgn0031337	627.688	741.001	661.671	740.75
FBtr0343839	FBgn0031337	429.968	543.336	463.701	543.124
FBtr0077926	FBgn0031337	534.728	648.047	568.696	647.772
FBtr0343843	FBgn0266203	918.636	1031.99	952.663	1031.718
FBtr0329985	FBgn0002543	5880.636	5993.99	5914.663	5993.718
FBtr0077941	FBgn0002543	5880.636	5993.99	5914.663	5993.718
FBtr0343840	FBgn0266202	1260.636	1373.99	1294.663	1373.718
FBtr0308744	FBgn0263320	198.453	300.48	219.146	301.466
FBtr0343841	FBgn0263320	362.028	474.675	394.729	474.638
FBtr0077928	FBgn0003926	46.288	51.69	45.514	52.606
FBtr0343842	FBgn0263321	880.636	993.99	914.663	993.718
FBtr0308745	FBgn0263321	270.811	381.059	300.064	381.323
FBtr0077929	FBgn0051928	1025.636	1138.99	1059.663	1138.718
FBtr0334817	FBgn0051928	1239.636	1352.99	1273.663	1352.718
FBtr0077930	FBgn0053128	1061.636	1174.99	1095.663	1174.718
FBtr0334818	FBgn0051926	1286.636	1399.99	1320.663	1399.718
FBtr0077931	FBgn0051926	1017.636	1130.99	1051.663	1130.718
FBtr0077932	FBgn0051661	1015.636	1128.99	1049.663	1128.718
FBtr0077939	FBgn0031343	1302.636	1415.99	1336.663	1415.718
FBtr0077938	FBgn0031343	1185.636	1298.99	1219.663	1298.718
FBtr0077937	FBgn0031343	1239.636	1352.99	1273.663	1352.718
FBtr0077936	FBgn0031343	1128.636	1241.99	1162.663	1241.718
FBtr0334821	FBgn0031343	1301.636	1414.99	1335.663	1414.718
FBtr0334822	FBgn0031343	1418.636	1531.99	1452.663	1531.718
FBtr0334820	FBgn0031344	1247.636	1360.99	1281.663	1360.718
FBtr0334819	FBgn0264873	840.636	953.99	874.663	953.718
FBtr0077933	FBgn0031344	1198.636	1311.99	1232.663	1311.718
FBtr0077919	FBgn0031345	360.061	472.707	392.73	472.654
FBtr0114554	FBgn0001174	294.17	405.608	324.914	405.649
FBtr0334844	FBgn0264881	112.978	159.918	104.092	161.783
FBtr0077873	FBgn0026398	1095.636	1208.99	1129.663	1208.718
FBtr0077874	FBgn0026397	972.636	1085.99	1006.663	1085.718
FBtr0344146	FBgn0261509	4589.636	4702.99	4623.663	4702.718
FBtr0310017	FBgn0261509	4683.636	4796.99	4717.663	4796.718
FBtr0310018	FBgn0261509	4979.636	5092.99	5013.663	5092.718
FBtr0310019	FBgn0261509	4689.636	4802.99	4723.663	4802.718
FBtr0310020	FBgn0261509	5743.636	5856.99	5777.663	5856.718
FBtr0077917	FBgn0031347	1901.636	2014.99	1935.663	2014.718
FBtr0077916	FBgn0051935	2732.636	2845.99	2766.663	2845.718
FBtr0077876	FBgn0031351	704.636	817.99	738.663	817.718
FBtr0334842	FBgn0021906	792.636	905.99	826.663	905.718
FBtr0334843	FBgn0021906	674.636	787.99	708.663	787.718
FBtr0077915	FBgn0021906	525.732	639.076	559.696	638.799
FBtr0342645	FBgn0265814	6990.636	7103.99	7024.663	7103.718
FBtr0342646	FBgn0265814	3672.636	3785.99	3706.663	3785.718
FBtr0346473	FBgn0267259	56.397	64.987	54.762	65.946
FBtr0077877	FBgn0086758	5693.636	5806.99	5727.663	5806.718
FBtr0303935	FBgn0086758	5763.636	5876.99	5797.663	5876.718
FBtr0303933	FBgn0086758	5994.636	6107.99	6028.663	6107.718
FBtr0307047	FBgn0086758	12059.636	12172.99	12093.663	12172.718
FBtr0077878	FBgn0086758	3833.636	3946.99	3867.663	3946.718
FBtr0303934	FBgn0086758	4711.636	4824.99	4745.663	4824.718
FBtr0077881	FBgn0011570	1265.636	1378.99	1299.663	1378.718
FBtr0331630	FBgn0011570	1387.636	1500.99	1421.663	1500.718
FBtr0077912	FBgn0031356	2031.636	2144.99	2065.663	2144.718
FBtr0344040	FBgn0266311	398.321	511.467	431.708	511.354
FBtr0333542	FBgn0031357	365.916	478.648	398.723	478.582
FBtr0077882	FBgn0031357	464.818	578.222	498.7	577.852
FBtr0077911	FBgn0086698	3275.636	3388.99	3309.663	3388.718
FBtr0333545	FBgn0086698	3260.636	3373.99	3294.663	3373.718
FBtr0333544	FBgn0086698	2977.636	3090.99	3011.663	3090.718
FBtr0305618	FBgn0031359	2070.636	2183.99	2104.663	2183.718
FBtr0306167	FBgn0031359	2026.636	2139.99	2060.663	2139.718
FBtr0077910	FBgn0031359	1436.636	1549.99	1470.663	1549.718
FBtr0077906	FBgn0000579	2338.636	2451.99	2372.663	2451.718
FBtr0077909	FBgn0000579	1428.636	1541.99	1462.663	1541.718
FBtr0077908	FBgn0000579	1872.636	1985.99	1906.663	1985.718
FBtr0077907	FBgn0000579	1931.636	2044.99	1965.663	2044.718
FBtr0077905	FBgn0000579	1857.636	1970.99	1891.663	1970.718
FBtr0302115	FBgn0000579	2235.636	2348.99	2269.663	2348.718
FBtr0077883	FBgn0260648	518.746	632.081	552.696	631.799
FBtr0345430	FBgn0260648	705.636	818.99	739.663	818.718
FBtr0077884	FBgn0031360	858.636	971.99	892.663	971.718
FBtr0333543	FBgn0031361	872.636	985.99	906.663	985.718
FBtr0077904	FBgn0031361	547.71	661.029	581.696	660.772
FBtr0077885	FBgn0264494	2673.636	2786.99	2707.663	2786.718
FBtr0077886	FBgn0264494	3095.636	3208.99	3129.663	3208.718
FBtr0077903	FBgn0027597	1110.636	1223.99	1144.663	1223.718
FBtr0077887	FBgn0031364	226.016	332.202	250.789	333.015
FBtr0077902	FBgn0041249	811.636	924.99	845.663	924.718
FBtr0077901	FBgn0031365	219.89	325.477	244.03	326.362
FBtr0077888	FBgn0045497	844.636	957.99	878.663	957.718
FBtr0310114	FBgn0045498	837.636	950.99	871.663	950.718
FBtr0077899	FBgn0265138	826.636	939.99	860.663	939.718
FBtr0100188	FBgn0045500	835.636	948.99	869.663	948.718
FBtr0077897	FBgn0045501	859.636	972.99	893.663	972.718
FBtr0077896	FBgn0051933	1750.636	1863.99	1784.663	1863.718
FBtr0334829	FBgn0051664	1749.636	1862.99	1783.663	1862.718
FBtr0303377	FBgn0051664	1645.636	1758.99	1679.663	1758.718
FBtr0077894	FBgn0031367	556.701	670.028	590.696	669.769
FBtr0304391	FBgn0262275	6.87	7.071	6.221	6.956
FBtr0304393	FBgn0262275	22	22	22	22
FBtr0304392	FBgn0262275	22	22	22	22
FBtr0089786	FBgn0051665	5337.636	5450.99	5371.663	5450.718
FBtr0334823	FBgn0051665	5331.636	5444.99	5365.663	5444.718
FBtr0304911	FBgn0051665	5094.636	5207.99	5128.663	5207.718
FBtr0334828	FBgn0264882	136.095	202.953	133.602	204.8
FBtr0334827	FBgn0264883	360.061	472.707	392.73	472.654
FBtr0077893	FBgn0051663	3352.636	3465.99	3386.663	3465.718
FBtr0304597	FBgn0051663	3244.636	3357.99	3278.663	3357.718
FBtr0334826	FBgn0051663	3520.636	3633.99	3554.663	3633.718
FBtr0077891	FBgn0031372	828.636	941.99	862.663	941.718
FBtr0334824	FBgn0031372	904.636	1017.99	938.663	1017.718
FBtr0334825	FBgn0264884	493.772	607.182	527.697	606.835
FBtr0347156	FBgn0031373	852.636	965.99	886.663	965.718
FBtr0347155	FBgn0031373	603.688	717.001	637.681	716.75
FBtr0113012	FBgn0031374	5723.636	5836.99	5757.663	5836.718
FBtr0333007	FBgn0031374	5627.636	5740.99	5661.663	5740.718
FBtr0077811	FBgn0031374	6080.636	6193.99	6114.663	6193.718
FBtr0333006	FBgn0031374	8133.636	8246.99	8167.663	8246.718
FBtr0309828	FBgn0031374	5604.636	5717.99	5638.663	5717.718
FBtr0113011	FBgn0031374	6395.636	6508.99	6429.663	6508.718
FBtr0110882	FBgn0031374	5920.636	6033.99	5954.663	6033.718
FBtr0110883	FBgn0031374	8457.636	8570.99	8491.663	8570.718
FBtr0077872	FBgn0011859	8.331	1.994	11.074	15.848
FBtr0333008	FBgn0040719	242.652	350.659	269.445	351.238
FBtr0077871	FBgn0040719	180.91	278.699	197.751	279.794
FBtr0307516	FBgn0053673	472.805	586.204	506.7	585.837
FBtr0077870	FBgn0031375	2555.636	2668.99	2589.663	2668.718
FBtr0330201	FBgn0031375	2555.636	2668.99	2589.663	2668.718
FBtr0330202	FBgn0031375	2555.636	2668.99	2589.663	2668.718
FBtr0330200	FBgn0031375	2725.636	2838.99	2759.663	2838.718
FBtr0077812	FBgn0051942	10.31	1.715	7.324	15.045
FBtr0334758	FBgn0031376	917.636	1030.99	951.663	1030.718
FBtr0077813	FBgn0031376	762.636	875.99	796.663	875.718
FBtr0077869	FBgn0031377	3968.636	4081.99	4002.663	4081.718
FBtr0077814	FBgn0031378	487.777	601.184	521.697	600.836
FBtr0077815	FBgn0031379	1804.636	1917.99	1838.663	1917.718
FBtr0077868	FBgn0001125	1234.636	1347.99	1268.663	1347.718
FBtr0077867	FBgn0001125	1249.636	1362.99	1283.663	1362.718
FBtr0077816	FBgn0031381	327.878	440.113	359.787	440.003
FBtr0304139	FBgn0262148	1048.636	1161.99	1082.663	1161.718
FBtr0334760	FBgn0043539	402.275	515.465	435.708	515.335
FBtr0100503	FBgn0043539	136.095	202.953	133.602	204.8
FBtr0309285	FBgn0053543	2451.636	2564.99	2485.663	2564.718
FBtr0309284	FBgn0263441	2121.636	2234.99	2155.663	2234.718
FBtr0077863	FBgn0040718	110.912	156.506	102.11	158.475
FBtr0346492	FBgn0267276	496.769	610.181	530.697	609.834
FBtr0334759	FBgn0040717	214.699	319.735	238.229	320.654
FBtr0077817	FBgn0040717	124.855	182.52	118.606	184.461
FBtr0077818	FBgn0051943	9.31	1.569	10.415	15.638
FBtr0077819	FBgn0051944	9.31	1.569	10.415	15.638
FBtr0330672	FBgn0031384	3420.636	3533.99	3454.663	3533.718
FBtr0301068	FBgn0031384	3438.636	3551.99	3472.663	3551.718
FBtr0077862	FBgn0051939	9.31	1.569	10.415	15.638
FBtr0077861	FBgn0051940	9.31	1.569	10.415	15.638
FBtr0330671	FBgn0031384	3381.636	3494.99	3415.663	3494.718
FBtr0077860	FBgn0051669	9.31	1.569	10.415	15.638
FBtr0301067	FBgn0031384	3295.636	3408.99	3329.663	3408.718
FBtr0334774	FBgn0031384	3547.636	3660.99	3581.663	3660.718
FBtr0301066	FBgn0031384	3237.636	3350.99	3271.663	3350.718
FBtr0334773	FBgn0031384	3489.636	3602.99	3523.663	3602.718
FBtr0077821	FBgn0011860	8.331	1.994	11.074	15.848
FBtr0299676	FBgn0259192	2880.636	2993.99	2914.663	2993.718
FBtr0299675	FBgn0259230	531.731	645.068	565.696	644.772
FBtr0339529	FBgn0003557	3375.636	3488.99	3409.663	3488.718
FBtr0077822	FBgn0003557	4070.636	4183.99	4104.663	4183.718
FBtr0077823	FBgn0003557	4286.636	4399.99	4320.663	4399.718
FBtr0334778	FBgn0003557	3194.636	3307.99	3228.663	3307.718
FBtr0077824	FBgn0003557	3847.636	3960.99	3881.663	3960.718
FBtr0345564	FBgn0266836	539.723	653.034	573.696	652.772
FBtr0310547	FBgn0028952	1862.636	1975.99	1896.663	1975.718
FBtr0077825	FBgn0028952	1847.636	1960.99	1881.663	1960.718
FBtr0077826	FBgn0026396	883.636	996.99	917.663	996.718
FBtr0334783	FBgn0053516	2834.636	2947.99	2868.663	2947.718
FBtr0300671	FBgn0053516	2672.636	2785.99	2706.663	2785.718
FBtr0334782	FBgn0053516	2407.636	2520.99	2441.663	2520.718
FBtr0077827	FBgn0031388	893.636	1006.99	927.663	1006.718
FBtr0334779	FBgn0031388	890.636	1003.99	924.663	1003.718
FBtr0343304	FBgn0266043	96.072	129.278	87.675	130.98
FBtr0334780	FBgn0264864	680.636	793.99	714.663	793.718
FBtr0334781	FBgn0031389	1541.636	1654.99	1575.663	1654.718
FBtr0077854	FBgn0031389	638.667	752.001	672.671	751.75
FBtr0100485	FBgn0004507	2565.636	2678.99	2599.663	2678.718
FBtr0077828	FBgn0004507	2818.636	2931.99	2852.663	2931.718
FBtr0077853	FBgn0031390	5075.636	5188.99	5109.663	5188.718
FBtr0301660	FBgn0031390	5078.636	5191.99	5112.663	5191.718
FBtr0334814	FBgn0031390	5075.636	5188.99	5109.663	5188.718
FBtr0334813	FBgn0031391	1581.636	1694.99	1615.663	1694.718
FBtr0077852	FBgn0031391	1381.636	1494.99	1415.663	1494.718
FBtr0077829	FBgn0027509	3584.636	3697.99	3618.663	3697.718
FBtr0077831	FBgn0031392	2383.636	2496.99	2417.663	2496.718
FBtr0330657	FBgn0031392	2664.636	2777.99	2698.663	2777.718
FBtr0077830	FBgn0031392	2472.636	2585.99	2506.663	2585.718
FBtr0077832	FBgn0031393	712.636	825.99	746.663	825.718
FBtr0077851	FBgn0000097	3940.636	4053.99	3974.663	4053.718
FBtr0077850	FBgn0000097	4553.636	4666.99	4587.663	4666.718
FBtr0330658	FBgn0000097	4610.636	4723.99	4644.663	4723.718
FBtr0330659	FBgn0000097	3855.636	3968.99	3889.663	3968.718
FBtr0330660	FBgn0000097	3610.636	3723.99	3644.663	3723.718
FBtr0334810	FBgn0265017	3079.636	3192.99	3113.663	3192.718
FBtr0334812	FBgn0264875	670.654	783.997	704.671	783.733
FBtr0077834	FBgn0051946	10.31	1.715	7.324	15.045
FBtr0345556	FBgn0266828	277.297	387.927	306.998	388.196
FBtr0077849	FBgn0031395	963.636	1076.99	997.663	1076.718
FBtr0077848	FBgn0031395	1257.636	1370.99	1291.663	1370.718
FBtr0330664	FBgn0031395	1260.636	1373.99	1294.663	1373.718
FBtr0308189	FBgn0031395	966.636	1079.99	1000.663	1079.718
FBtr0334811	FBgn0264874	756.636	869.99	790.663	869.718
FBtr0331650	FBgn0085201	89.709	118.042	82.324	119.464
FBtr0308188	FBgn0085201	86.232	111.732	79.124	113.2
FBtr0112363	FBgn0085201	87.56	114.068	80.38	115.577
FBtr0330663	FBgn0085201	540.723	654.031	574.696	653.772
FBtr0307523	FBgn0051668	1637.636	1750.99	1671.663	1750.718
FBtr0307522	FBgn0053124	1768.636	1881.99	1802.663	1881.718
FBtr0077845	FBgn0031397	2309.636	2422.99	2343.663	2422.718
FBtr0331649	FBgn0031397	1937.636	2050.99	1971.663	2050.718
FBtr0330676	FBgn0010288	709.636	822.99	743.663	822.718
FBtr0303459	FBgn0010288	718.636	831.99	752.663	831.718
FBtr0077844	FBgn0010288	870.636	983.99	904.663	983.718
FBtr0112365	FBgn0085203	395.349	508.477	428.709	508.377
FBtr0330675	FBgn0031398	956.636	1069.99	990.663	1069.718
FBtr0077843	FBgn0031398	959.636	1072.99	993.663	1072.718
FBtr0299970	FBgn0259717	366.888	479.645	399.723	479.579
FBtr0077842	FBgn0040715	366.888	479.645	399.723	479.579
FBtr0077835	FBgn0031399	2630.636	2743.99	2664.663	2743.718
FBtr0077836	FBgn0031401	1999.636	2112.99	2033.663	2112.718
FBtr0077837	FBgn0031401	2005.636	2118.99	2039.663	2118.718
FBtr0077838	FBgn0031401	1909.636	2022.99	1943.663	2022.718
FBtr0077839	FBgn0031401	1786.636	1899.99	1820.663	1899.718
FBtr0113015	FBgn0031403	368.838	481.626	401.722	481.579
FBtr0100673	FBgn0267378	2259.636	2372.99	2293.663	2372.718
FBtr0100674	FBgn0267378	1394.636	1507.99	1428.663	1507.718
FBtr0077840	FBgn0267378	2069.636	2182.99	2103.663	2182.718
FBtr0335164	FBgn0264945	468.816	582.221	502.7	581.848
FBtr0329964	FBgn0262126	4501.636	4614.99	4535.663	4614.718
FBtr0077810	FBgn0262126	3829.636	3942.99	3863.663	3942.718
FBtr0329965	FBgn0262126	3829.636	3942.99	3863.663	3942.718
FBtr0335158	FBgn0264946	352.225	464.793	384.743	464.689
FBtr0077809	FBgn0051679	788.636	901.99	822.663	901.718
FBtr0077808	FBgn0052463	692.636	805.99	726.663	805.718
FBtr0077807	FBgn0051682	782.636	895.99	816.663	895.718
FBtr0077751	FBgn0264979	996.636	1109.99	1030.663	1109.718
FBtr0335159	FBgn0264979	1856.636	1969.99	1890.663	1969.718
FBtr0304029	FBgn0262106	299.916	411.485	330.904	411.525
FBtr0309033	FBgn0262106	596.688	710.001	630.686	709.75
FBtr0335160	FBgn0262106	1778.636	1891.99	1812.663	1891.718
FBtr0077806	FBgn0011832	519.745	633.079	553.696	632.799
FBtr0335163	FBgn0042186	506.766	620.163	540.696	619.816
FBtr0077805	FBgn0042186	444.869	558.296	478.701	558.054
FBtr0077753	FBgn0042187	482.782	596.195	516.699	595.836
FBtr0077804	FBgn0031406	549.702	663.028	583.696	662.77
FBtr0343233	FBgn0266022	118.448	170.225	110.495	172.065
FBtr0343232	FBgn0266023	104.227	144.267	95.35	146.016
FBtr0077755	FBgn0031407	264.449	374.168	293.12	374.473
FBtr0077754	FBgn0031407	362.028	474.675	394.729	474.638
FBtr0302372	FBgn0054049	641.667	755.001	675.671	754.75
FBtr0335162	FBgn0250841	709.636	822.99	743.663	822.718
FBtr0077803	FBgn0250841	516.747	630.098	550.696	629.8
FBtr0330690	FBgn0264084	941.636	1054.99	975.663	1054.718
FBtr0330689	FBgn0264084	241.764	349.684	268.46	350.268
FBtr0330688	FBgn0264084	893.636	1006.99	927.663	1006.718
FBtr0335161	FBgn0264085	804.636	917.99	838.663	917.718
FBtr0330687	FBgn0264085	452.834	566.234	486.701	565.976
FBtr0077756	FBgn0031409	438.886	552.32	472.701	552.069
FBtr0077802	FBgn0051681	623.688	737.001	657.671	736.75
FBtr0302458	FBgn0261523	439.882	553.316	473.701	553.06
FBtr0077801	FBgn0031410	588.688	702.002	622.696	701.75
FBtr0077800	FBgn0028570	174.232	269.288	188.747	270.491
FBtr0331451	FBgn0028570	161.744	249.697	170.92	250.892
FBtr0077757	FBgn0051949	368.838	481.626	401.722	481.579
FBtr0303208	FBgn0051949	383.555	496.513	416.709	496.531
FBtr0077758	FBgn0031412	396.339	509.474	429.709	509.363
FBtr0333226	FBgn0031413	1302.636	1415.99	1336.663	1415.718
FBtr0100648	FBgn0031413	1457.636	1570.99	1491.663	1570.718
FBtr0077799	FBgn0031413	1321.636	1434.99	1355.663	1434.718
FBtr0344662	FBgn0031414	7378.636	7491.99	7412.663	7491.718
FBtr0344663	FBgn0031414	8155.636	8268.99	8189.663	8268.718
FBtr0077797	FBgn0014010	1856.636	1969.99	1890.663	1969.718
FBtr0077796	FBgn0014010	2165.636	2278.99	2199.663	2278.718
FBtr0330670	FBgn0014010	1449.636	1562.99	1483.663	1562.718
FBtr0077798	FBgn0014010	1439.636	1552.99	1473.663	1552.718
FBtr0330668	FBgn0014010	1459.636	1572.99	1493.663	1572.718
FBtr0077795	FBgn0014010	1413.636	1526.99	1447.663	1526.718
FBtr0330669	FBgn0014010	1446.636	1559.99	1480.663	1559.718
FBtr0077794	FBgn0014010	1393.636	1506.99	1427.663	1506.718
FBtr0077793	FBgn0014010	1545.636	1658.99	1579.663	1658.718
FBtr0077763	FBgn0261647	3481.636	3594.99	3515.663	3594.718
FBtr0077762	FBgn0261647	3819.636	3932.99	3853.663	3932.718
FBtr0330665	FBgn0261647	3992.636	4105.99	4026.663	4105.718
FBtr0330666	FBgn0261647	3570.636	3683.99	3604.663	3683.718
FBtr0330667	FBgn0031417	903.636	1016.99	937.663	1016.718
FBtr0077792	FBgn0031417	897.636	1010.99	931.663	1010.718
FBtr0303027	FBgn0031418	773.636	886.99	807.663	886.718
FBtr0331441	FBgn0031418	884.636	997.99	918.663	997.718
FBtr0077791	FBgn0031418	897.636	1010.99	931.663	1010.718
FBtr0077764	FBgn0031419	603.688	717.001	637.681	716.75
FBtr0344047	FBgn0266317	232.947	339.919	258.606	340.657
FBtr0331438	FBgn0031420	3054.636	3167.99	3088.663	3167.718
FBtr0077765	FBgn0031420	3292.636	3405.99	3326.663	3405.718
FBtr0077766	FBgn0031420	2906.636	3019.99	2940.663	3019.718
FBtr0331437	FBgn0031420	3329.636	3442.99	3363.663	3442.718
FBtr0330685	FBgn0264672	1480.636	1593.99	1514.663	1593.718
FBtr0077767	FBgn0264672	1543.636	1656.99	1577.663	1656.718
FBtr0077768	FBgn0031422	1167.636	1280.99	1201.663	1280.718
FBtr0331440	FBgn0031423	615.688	729.001	649.671	728.75
FBtr0331439	FBgn0031423	645.667	758.998	679.671	758.75
FBtr0077790	FBgn0031423	651.667	764.997	685.671	764.75
FBtr0335464	FBgn0264081	786.636	899.99	820.663	899.718
FBtr0330686	FBgn0264081	548.705	662.028	582.696	661.771
FBtr0331202	FBgn0031424	5577.636	5690.99	5611.663	5690.718
FBtr0077769	FBgn0031424	5175.636	5288.99	5209.663	5288.718
FBtr0307078	FBgn0031424	5334.636	5447.99	5368.663	5447.718
FBtr0307079	FBgn0031426	1464.636	1577.99	1498.663	1577.718
FBtr0077787	FBgn0051948	1036.636	1149.99	1070.663	1149.718
FBtr0077788	FBgn0051948	841.636	954.99	875.663	954.718
FBtr0112752	FBgn0085477	726.636	839.99	760.663	839.718
FBtr0331203	FBgn0085476	937.636	1050.99	971.663	1050.718
FBtr0112751	FBgn0085476	1146.636	1259.99	1180.663	1259.718
FBtr0077770	FBgn0031428	1699.636	1812.99	1733.663	1812.718
FBtr0335462	FBgn0031428	3436.636	3549.99	3470.663	3549.718
FBtr0335463	FBgn0264988	62.871	74.022	60.238	75.131
FBtr0343862	FBgn0266217	506.766	620.163	540.696	619.816
FBtr0077771	FBgn0000490	3397.636	3510.99	3431.663	3510.718
FBtr0077772	FBgn0000490	2851.636	2964.99	2885.663	2964.718
FBtr0077773	FBgn0000490	3904.636	4017.99	3938.663	4017.718
FBtr0077775	FBgn0000490	2890.636	3003.99	2924.663	3003.718
FBtr0089299	FBgn0012017	10.31	1.715	7.324	15.045
FBtr0089298	FBgn0012016	10.31	1.715	7.324	15.045
FBtr0345551	FBgn0266824	1009.636	1122.99	1043.663	1122.718
FBtr0335169	FBgn0264978	3894.636	4007.99	3928.663	4007.718
FBtr0077782	FBgn0264978	1871.636	1984.99	1905.663	1984.718
FBtr0077779	FBgn0011818	1408.636	1521.99	1442.663	1521.718
FBtr0077778	FBgn0011818	2505.636	2618.99	2539.663	2618.718
FBtr0077780	FBgn0011818	2897.636	3010.99	2931.663	3010.718
FBtr0077777	FBgn0011818	2897.636	3010.99	2931.663	3010.718
FBtr0342650	FBgn0265818	81.409	103.812	75.384	105.284
FBtr0077781	FBgn0031430	557.701	671.028	591.696	670.769
FBtr0347298	FBgn0267738	519.745	633.079	553.696	632.799
FBtr0335168	FBgn0264943	252.56	361.391	280.286	361.872
FBtr0077750	FBgn0031431	1185.636	1298.99	1219.663	1298.718
FBtr0335165	FBgn0264944	106.404	148.282	97.48	150.165
FBtr0335167	FBgn0031432	1671.636	1784.99	1705.663	1784.718
FBtr0335166	FBgn0031432	1269.636	1382.99	1303.663	1382.718
FBtr0077748	FBgn0041337	1518.636	1631.99	1552.663	1631.718
FBtr0112512	FBgn0085343	1158.636	1271.99	1192.663	1271.718
FBtr0077747	FBgn0026778	1158.636	1271.99	1192.663	1271.718
FBtr0344854	FBgn0031434	1009.636	1122.99	1043.663	1122.718
FBtr0077746	FBgn0031434	1328.636	1441.99	1362.663	1441.718
FBtr0077693	FBgn0031435	1167.636	1280.99	1201.663	1280.718
FBtr0273393	FBgn0031436	296.067	407.579	326.913	407.573
FBtr0077745	FBgn0031436	298.95	410.509	329.908	410.536
FBtr0335174	FBgn0031436	353.199	465.782	385.742	465.685
FBtr0077694	FBgn0031437	459.822	573.222	493.7	572.891
FBtr0335170	FBgn0031437	744.636	857.99	778.663	857.718
FBtr0335173	FBgn0026479	2542.636	2655.99	2576.663	2655.718
FBtr0077744	FBgn0026479	2385.636	2498.99	2419.663	2498.718
