Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
FBgn0266876	CR45337	2L	-	3260973	3261281	0.0	0.0	0.0
FBgn0032205	CG4957	2L	+	10268872	10269904	0.0	0.0	0.0
FBgn0266166	CR44872	2L	-	9959248	9960232	0.0	0.0	0.0
FBgn0028853	CG15263	2L	+	15285000	15286047	0.0	0.0	0.0
FBgn0028942	CG16852	2L	+	13540751	13541646	0.0	0.0	0.0
FBgn0032965	CG11629	2L	-	21896666	21898289	0.0	0.0	0.0
FBgn0002985	odd	2L	-	3604224	3606756	0.0	0.0	0.0
FBgn0032477	CG5287	2L	+	13179247	13183495	0.0	0.0	0.0
FBgn0022246	Rpp30	2L	-	251039	252373	0.0	0.0	0.0
FBgn0264392	CR43840	2L	-	16216239	16217044	0.0	0.0	0.0
FBgn0267256	CR45692	2L	+	10657627	10658031	0.0	0.0	0.0
FBgn0051869	CG31869	2L	-	10772038	10801109	0.0	0.0	0.0
FBgn0250785	vari	2L	-	20788662	20797042	0.0	0.0	0.0
FBgn0032151	nAChRalpha6	2L	-	9793317	9886250	0.0	0.0	0.0
FBgn0003936	snRNA:U5:35D	2L	-	15751557	15751682	0.0	0.0	0.0
FBgn0032345	CG14921	2L	-	11120642	11121714	0.0	0.0	0.0
FBgn0042092	CG13773	2L	-	6906666	6907844	0.0	0.0	0.0
FBgn0032609	CG13280	2L	-	16802026	16821093	0.0	0.0	0.0
FBgn0002989	okr	2L	-	2989594	2992759	0.0	0.0	0.0
FBgn0264265	CR43765	2L	-	22239183	22239713	0.0	0.0	0.0
FBgn0264366	CR43818	2L	-	12807643	12808340	0.0	0.0	0.0
FBgn0085208	CG34179	2L	-	6046651	6048706	0.0	0.0	0.0
FBgn0010287	Trf	2L	+	8072895	8073948	0.0	0.0	0.0
FBgn0053863	His3:CG33863	2L	+	21534636	21535164	0.0	0.0	0.0
FBgn0032858	CG10949	2L	-	20415173	20416918	0.0	0.0	0.0
FBgn0267259	CR45695	2L	-	1646932	1647163	0.0	0.0	0.0
FBgn0000588	esc	2L	-	11827204	11829405	0.0	0.0	0.0
FBgn0032660	elfless	2L	-	18009643	18011475	0.0	0.0	0.0
FBgn0031881	CG3476	2L	+	7027526	7028959	0.0	0.0	0.0
FBgn0031926	CG6739	2L	+	7608389	7616533	0.0	0.0	0.0
FBgn0053891	His4:CG33891	2L	-	21479042	21479454	0.0	0.0	0.0
FBgn0043825	CG18284	2L	+	10643971	10645891	0.0	0.0	0.0
FBgn0053872	His2B:CG33872	2L	-	21527618	21528212	0.0	0.0	0.0
FBgn0027491	Cdk5alpha	2L	-	10308131	10310956	0.0	0.0	0.0
FBgn0032485	CG9426	2L	-	13216290	13219923	0.0	0.0	0.0
FBgn0053862	His2A:CG33862	2L	+	21533184	21533676	0.0	0.0	0.0
FBgn0011985	tRNA:S7:23Eb	2L	+	3169582	3169663	0.0	0.0	0.0
FBgn0053850	His2A:CG33850	2L	+	21513610	21514102	0.0	0.0	0.0
FBgn0032178	Spn31A	2L	+	10060816	10063925	0.0	0.0	0.0
FBgn0266214	CR44909	2L	-	20583656	20626206	0.0	0.0	0.0
FBgn0032876	Cen	2L	-	20678921	20681846	0.0	0.0	0.0
FBgn0032419	CG17217	2L	+	12170550	12171232	0.0	0.0	0.0
FBgn0266218	CR44913	2L	+	6619080	6619446	0.0	0.0	0.0
FBgn0032388	CG6686	2L	-	11984327	11988039	0.0	0.0	0.0
FBgn0040506	ACXE	2L	+	12925611	12929823	0.0	0.0	0.0
FBgn0263049	let-7-C	2L	+	18455717	18473132	0.0	0.0	0.0
FBgn0053838	His2A:CG33838	2L	+	21493423	21493915	0.0	0.0	0.0
FBgn0032487	Ski6	2L	-	13221397	13222429	0.0	0.0	0.0
FBgn0265149	CR44218	2L	+	248909	249812	0.0	0.0	0.0
FBgn0053906	His2B:CG33906	2L	-	21433122	21433716	0.0	0.0	0.0
FBgn0261627	CG42710	2L	-	8781799	8782500	0.0	0.0	0.0
FBgn0264995	CR44146	2L	+	20794806	20795255	0.0	0.0	0.0
FBgn0267293	CR45729	2L	+	17280235	17280536	0.0	0.0	0.0
FBgn0027611	LM408	2L	+	10457658	10462472	0.0	0.0	0.0
FBgn0014857	His3.3A	2L	+	5055058	5056149	0.0	0.0	0.0
FBgn0031633	Fnta	2L	-	4829214	4830693	0.0	0.0	0.0
FBgn0054043	CG34043	2L	-	10278951	10280872	0.0	0.0	0.0
FBgn0264260	CG43760	2L	-	15776442	15776852	0.0	0.0	0.0
FBgn0261054	Sfp24Bc	2L	-	3670131	3670581	0.0	0.0	0.0
FBgn0031313	CG5080	2L	-	1160290	1163886	0.0	0.0	0.0
FBgn0051915	CG31915	2L	+	5528123	5530682	0.0	0.0	0.0
FBgn0032629	beat-IIIc	2L	-	17187637	17260734	0.0	0.0	0.0
FBgn0014019	Rh5	2L	+	12008153	12009832	0.0	0.0	0.0
FBgn0266799	CR45261	2L	+	904029	904347	0.0	0.0	0.0
FBgn0032416	Gr33a	2L	+	12138008	12140392	0.0	0.0	0.0
FBgn0083020	snoRNA:Psi18S-640g	2L	+	20421781	20421909	0.0	0.0	0.0
FBgn0032110	CG3748	2L	+	9342832	9344777	0.0	0.0	0.0
FBgn0262887	CR43242	2L	+	23069005	23070724	0.0	0.0	0.0
FBgn0013301	Mst35Bb	2L	-	14882101	14883721	0.0	0.0	0.0
FBgn0265544	CR44394	2L	+	17175763	17176385	0.0	0.0	0.0
FBgn0031299	CG4629	2L	-	1083091	1102504	0.0	0.0	0.0
FBgn0053738	snmRNA:430:CR33738	2L	+	21498607	21498642	0.0	0.0	0.0
FBgn0032585	CG4580	2L	+	16488148	16490182	0.0	0.0	0.0
FBgn0266037	CR44802	2L	-	9348726	9349212	0.0	0.0	0.0
FBgn0032296	CG6729	2L	-	10740782	10743935	0.0	0.0	0.0
FBgn0083024	snoRNA:Psi18S-640c	2L	+	20419303	20419430	0.0	0.0	0.0
FBgn0051948	CG31948	2L	-	2415359	2416720	0.0	0.0	0.0
FBgn0265085	CR44196	2L	+	15207850	15208768	0.0	0.0	0.0
FBgn0267286	CR45722	2L	+	19469126	19469894	0.0	0.0	0.0
FBgn0032518	RpL24	2L	-	13393687	13395131	0.0	0.0	0.0
FBgn0058172	CR40172	2L	-	20248928	20249722	0.0	0.0	0.0
FBgn0032804	CG13081	2L	+	19540607	19541540	0.0	0.0	0.0
FBgn0265262	Vha68-1	2L	-	13000770	13004107	0.0	0.0	0.0
FBgn0051781	CR31781	2L	+	16869346	16878300	0.0	0.0	0.0
FBgn0028644	beat-Ic	2L	+	16000291	16041703	0.0	0.0	0.0
FBgn0028943	CG15638	2L	-	13535291	13535778	0.0	0.0	0.0
FBgn0001991	Ca-alpha1D	2L	+	16165831	16190540	0.0	0.0	0.0
FBgn0262782	Mdh1	2L	-	10393774	10396332	0.0	0.0	0.0
FBgn0266326	CR44991	2L	-	8403447	8403924	0.0	0.0	0.0
FBgn0031620	CG11929	2L	+	4682677	4687232	0.0	0.0	0.0
FBgn0032225	CG5022	2L	+	10344442	10347706	0.0	0.0	0.0
FBgn0051892	tRNA:CR31892	2L	-	8482084	8482155	0.0	0.0	0.0
FBgn0051798	CG31798	2L	+	19394160	19396190	0.0	0.0	0.0
FBgn0031233	Tbc1d15-17	2L	+	207179	210725	0.0	0.0	0.0
FBgn0001114	Glt	2L	+	8672698	8676804	0.0	0.0	0.0
FBgn0014076	Vm32E	2L	-	11171167	11171665	0.0	0.0	0.0
FBgn0264546	CG43925	2L	+	13176423	13176888	0.0	0.0	0.0
FBgn0010263	Rbp9	2L	+	2954762	2968434	0.0	0.0	0.0
FBgn0013433	beat-Ia	2L	+	16049965	16081684	0.0	0.0	0.0
FBgn0032125	Cpr30B	2L	+	9542878	9543658	0.0	0.0	0.0
FBgn0264351	CR43807	2L	-	10862194	10864697	0.0	0.0	0.0
FBgn0261871	dpr2	2L	-	10917015	10964153	0.0	0.0	0.0
FBgn0262332	mir-968	2L	-	13747748	13747839	0.0	0.0	0.0
FBgn0051717	CG31717	2L	+	10250737	10251714	0.0	0.0	0.0
FBgn0265778	PDZ-GEF	2L	+	6323767	6332789	0.0	0.0	0.0
FBgn0263871	CR43718	2L	+	396120	396571	0.0	0.0	0.0
FBgn0003941	RpL40	2L	+	4227699	4228561	0.0	0.0	0.0
FBgn0032088	CG13102	2L	+	9012188	9014149	0.0	0.0	0.0
FBgn0265670	CG44477	2L	+	11663259	11663872	0.0	0.0	0.0
FBgn0032090	CG9582	2L	-	9024320	9031836	0.0	0.0	0.0
FBgn0266887	CR45348	2L	-	897453	898050	0.0	0.0	0.0
FBgn0032086	CG17906	2L	+	8994391	8995617	0.0	0.0	0.0
FBgn0259989	CG42486	2L	+	11843137	11844012	0.0	0.0	0.0
FBgn0032797	CG10186	2L	-	19508953	19517204	0.0	0.0	0.0
FBgn0031460	CG15399	2L	-	2770884	2771776	0.0	0.0	0.0
FBgn0028936	NimB5	2L	+	13970177	13972173	0.0	0.0	0.0
FBgn0054051	CG34051	2L	-	19960069	19961030	0.0	0.0	0.0
FBgn0026718	fu12	2L	-	8449691	8463994	0.0	0.0	0.0
FBgn0032208	CG5604	2L	-	10281943	10292365	0.0	0.0	0.0
FBgn0024245	dnt	2L	-	19338669	19363227	0.0	0.0	0.0
FBgn0053908	His2B:CG33908	2L	-	21428075	21428669	0.0	0.0	0.0
FBgn0265905	CR44694	2L	+	18309629	18310010	0.0	0.0	0.0
FBgn0053922	CG33922	2L	-	1343443	1344171	0.0	0.0	0.0
FBgn0032305	CG6700	2L	-	10837732	10842597	0.0	0.0	0.0
FBgn0051821	CG31821	2L	-	15900935	15902410	0.0	0.0	0.0
FBgn0010309	pigeon	2L	+	19186043	19189938	0.0	0.0	0.0
FBgn0031649	hoe2	2L	-	4933047	4936450	0.0	0.0	0.0
FBgn0031907	CG5171	2L	+	7401335	7404526	0.0	0.0	0.0
FBgn0015924	crq	2L	-	448254	453024	0.0	0.0	0.0
FBgn0041195	Pkd2	2L	+	12398274	12402023	0.0	0.0	0.0
FBgn0051940	tRNA:CR31940	2L	-	2010869	2010940	0.0	0.0	0.0
FBgn0264372	CR43824	2L	-	4963976	4965425	0.0	0.0	0.0
FBgn0032314	CG7309	2L	-	10906270	10908893	0.0	0.0	0.0
FBgn0032233	dpr19	2L	+	10376168	10379905	0.0	0.0	0.0
FBgn0040102	lectin-24Db	2L	+	4188123	4189284	0.0	0.0	0.0
FBgn0011864	tRNA:G3:35Bc	2L	-	14518621	14518691	0.0	0.0	0.0
FBgn0031589	CG3714	2L	-	4189340	4198071	0.0	0.0	0.0
FBgn0020371	Tim17b2	2L	+	15484729	15485545	0.0	0.0	0.0
FBgn0262001	CG42819	2L	-	8388728	8389331	0.0	0.0	0.0
FBgn0032105	borr	2L	-	9251472	9253118	0.0	0.0	0.0
FBgn0031747	CG9021	2L	-	5903178	5904689	0.0	0.0	0.0
FBgn0032033	CG13392	2L	-	8381821	8382807	0.0	0.0	0.0
FBgn0031636	CG12194	2L	+	4838347	4841465	0.0	0.0	0.0
FBgn0266888	CR45349	2L	+	15280028	15280449	0.0	0.0	0.0
FBgn0266313	CR44978	2L	-	19600697	19605490	0.0	0.0	0.0
FBgn0028986	Spn38F	2L	-	20836621	20837985	0.0	0.0	0.0
FBgn0264253	Send2	2L	-	14345915	14346688	0.0	0.0	0.0
FBgn0016660	H15	2L	+	5404280	5416593	0.0	0.0	0.0
FBgn0027597	CG17712	2L	-	1750687	1752122	0.0	0.0	0.0
FBgn0053679	CG33679	2L	+	15058303	15059120	0.0	0.0	0.0
FBgn0042186	CG17239	2L	-	2251510	2252341	0.0	0.0	0.0
FBgn0003926	snRNA:U3:22A	2L	+	1432711	1432921	0.0	0.0	0.0
FBgn0032428	CG6405	2L	+	12424904	12426440	0.0	0.0	0.0
FBgn0031640	Mon1	2L	+	4850641	4852640	0.0	0.0	0.0
FBgn0032291	CG17118	2L	+	10730255	10731356	0.0	0.0	0.0
FBgn0028375	heix	2L	-	16296051	16299858	0.0	0.0	0.0
FBgn0266145	CR44851	2L	-	14355468	14356878	0.0	0.0	0.0
FBgn0032894	CG14402	2L	+	20849300	20850987	0.0	0.0	0.0
FBgn0032934	CG8679	2L	-	21216004	21218544	0.0	0.0	0.0
FBgn0265823	CR44612	2L	+	7142304	7145263	0.0	0.0	0.0
FBgn0040959	Peritrophin-15a	2L	-	8395665	8396096	0.0	0.0	0.0
FBgn0019830	colt	2L	-	2768590	2770069	0.0	0.0	0.0
FBgn0264744	CG44002	2L	-	3169820	3171092	0.0	0.0	0.0
FBgn0032505	CG16826	2L	+	13347773	13349020	0.0	0.0	0.0
FBgn0032135	GlcAT-S	2L	+	9616469	9623109	0.0	0.0	0.0
FBgn0040985	CG6115	2L	-	16887109	16887966	0.0	0.0	0.0
FBgn0032869	CG17470	2L	-	20642306	20643244	0.0	0.0	0.0
FBgn0031980	RpL36A	2L	-	8041873	8042909	0.0	0.0	0.0
FBgn0032943	Tsp39D	2L	+	21344607	21358271	0.0	0.0	0.0
FBgn0058006	CG40006	2L	-	22622417	22756349	0.0	0.0	0.0
FBgn0005660	Ets21C	2L	-	544925	552923	0.0	0.0	0.0
FBgn0267279	CR45715	2L	+	17497011	17497697	0.0	0.0	0.0
FBgn0262293	mir-2490	2L	+	23168825	23168899	0.0	0.0	0.0
FBgn0263584	CR43609	2L	+	21952	24237	0.0	0.0	0.0
FBgn0002021	l(2)37Bb	2L	-	19049843	19051612	0.0	0.0	0.0
FBgn0261582	CG42692	2L	+	14008101	14008820	0.0	0.0	0.0
FBgn0262621	CG43145	2L	+	3701826	3702248	0.0	0.0	0.0
FBgn0051681	CG31681	2L	-	2285925	2286873	0.0	0.0	0.0
FBgn0266223	CR44918	2L	-	21864946	21866291	0.0	0.0	0.0
FBgn0031985	mon2	2L	-	8116965	8124010	0.0	0.0	0.0
FBgn0003141	pr	2L	-	20073719	20075458	0.0	0.0	0.0
FBgn0004567	slp2	2L	+	3836840	3839185	0.0	0.0	0.0
FBgn0031590	CG3702	2L	-	4224650	4227097	0.0	0.0	0.0
FBgn0020445	E23	2L	-	3334875	3354829	0.0	0.0	0.0
FBgn0266331	CR44996	2L	+	7994798	7996494	0.0	0.0	0.0
FBgn0032785	CG10026	2L	+	19454256	19457723	0.0	0.0	0.0
FBgn0051700	CR31700	2L	+	22066517	22067170	0.0	0.0	0.0
FBgn0024689	fws	2L	-	17478442	17481029	0.0	0.0	0.0
FBgn0032483	CG15482	2L	-	13210773	13211814	0.0	0.0	0.0
FBgn0264447	CR43865	2L	+	9372102	9374004	0.0	0.0	0.0
FBgn0032130	CG3838	2L	+	9568890	9573572	0.0	0.0	0.0
FBgn0032868	CG17472	2L	+	20634515	20635167	0.0	0.0	0.0
FBgn0031719	CG18269	2L	+	5551838	5552756	0.0	0.0	0.0
FBgn0005664	Cry	2L	+	11944129	11947131	0.0	0.0	0.0
FBgn0265147	CR44216	2L	+	14241071	14241732	0.0	0.0	0.0
FBgn0032124	CG17855	2L	+	9540523	9542480	0.0	0.0	0.0
FBgn0053300	Muc30E	2L	-	9897820	9903128	0.0	0.0	0.0
FBgn0000056	Adhr	2L	+	14615552	14618902	0.0	0.0	0.0
FBgn0031681	pgant5	2L	-	5072170	5093592	0.0	0.0	0.0
FBgn0051721	Trim9	2L	+	10544883	10628054	0.0	0.0	0.0
FBgn0031645	CG3036	2L	+	4892112	4903889	0.0	0.0	0.0
FBgn0032809	CG13078	2L	+	19563930	19565158	0.0	0.0	0.0
FBgn0265952	CR44739	2L	-	18899564	18900494	0.0	0.0	0.0
FBgn0031428	CG9886	2L	+	2420830	2424647	0.0	0.0	0.0
FBgn0262449	mir-2b-2	2L	-	19570182	19570264	0.0	0.0	0.0
FBgn0085203	CG34174	2L	+	2214266	2215167	0.0	0.0	0.0
FBgn0051603	tRNA:CR31603	2L	+	8541761	8541832	0.0	0.0	0.0
FBgn0265956	CR44743	2L	-	5287447	5288667	0.0	0.0	0.0
FBgn0000183	BicD	2L	-	17459605	17473215	0.0	0.0	0.0
FBgn0259953	CG42463	2L	-	3668691	3669134	0.0	0.0	0.0
FBgn0262856	CG43220	2L	+	17486597	17486779	0.0	0.0	0.0
FBgn0028919	CG16865	2L	+	13811522	13813316	0.0	0.0	0.0
FBgn0051963	tRNA:CR31963	2L	-	4418977	4419048	0.0	0.0	0.0
FBgn0032624	CG6304	2L	-	17011476	17014700	0.0	0.0	0.0
FBgn0051606	CG31606	2L	+	8147611	8148356	0.0	0.0	0.0
FBgn0032276	CG17098	2L	+	10651613	10654499	0.0	0.0	0.0
FBgn0032493	CG15479	2L	-	13233798	13234660	0.0	0.0	0.0
FBgn0032519	CG16957	2L	-	13395360	13396184	0.0	0.0	0.0
FBgn0032596	Prosbeta4	2L	-	16731180	16732133	0.0	0.0	0.0
FBgn0051815	CG31815	2L	+	16605822	16607321	0.0	0.0	0.0
FBgn0031644	CG15625	2L	+	4889995	4891277	0.0	0.0	0.0
FBgn0028882	tRNA:P:35Bd	2L	+	14495878	14495949	0.0	0.0	0.0
FBgn0260750	Mulk	2L	+	10270051	10271465	0.0	0.0	0.0
FBgn0031920	CG6441	2L	+	7474704	7476952	0.0	0.0	0.0
FBgn0003607	Su(var)205	2L	-	8209626	8211122	0.0	0.0	0.0
FBgn0031940	CG7214	2L	-	7743682	7744839	0.0	0.0	0.0
FBgn0266325	CR44990	2L	-	7708100	7710456	0.0	0.0	0.0
FBgn0261709	CR42746	2L	+	12543176	12544343	0.0	0.0	0.0
FBgn0015664	Dref	2L	-	9964147	9967229	0.0	0.0	0.0
FBgn0020309	crol	2L	-	11794327	11809438	0.0	0.0	0.0
FBgn0265446	CR44346	2L	+	17361039	17361511	0.0	0.0	0.0
FBgn0261963	mid	2L	+	5461639	5467610	0.0	0.0	0.0
FBgn0266156	CR44862	2L	+	15441601	15442314	0.0	0.0	0.0
FBgn0026398	Or22a	2L	+	1520491	1522156	0.0	0.0	0.0
FBgn0027949	msb1l	2L	+	19577701	19579131	0.0	0.0	0.0
FBgn0024248	chico	2L	-	10242512	10247078	0.0	0.0	0.0
FBgn0032744	Ttc19	2L	-	19043535	19045148	0.0	0.0	0.0
FBgn0019932	SamDC	2L	+	10339457	10341503	0.0	0.0	0.0
FBgn0032264	Lip4	2L	+	10527572	10531778	0.0	0.0	0.0
FBgn0032330	Samuel	2L	-	11013206	11066998	0.0	0.0	0.0
FBgn0051675	CG31675	2L	+	20867755	20869650	0.0	0.0	0.0
FBgn0053741	snmRNA:430:CR33741	2L	+	21513749	21513784	0.0	0.0	0.0
FBgn0031249	CG11911	2L	-	320279	321248	0.0	0.0	0.0
FBgn0266835	CR45297	2L	-	4811711	4811945	0.0	0.0	0.0
FBgn0031711	CG6907	2L	+	5524139	5525809	0.0	0.0	0.0
FBgn0265080	CR44191	2L	+	19262470	19263057	0.0	0.0	0.0
FBgn0016054	phr6-4	2L	-	20643351	20645791	0.0	0.0	0.0
FBgn0011207	pelo	2L	+	9700810	9708883	0.0	0.0	0.0
FBgn0263648	CR43639	2L	+	14291201	14291817	0.0	0.0	0.0
FBgn0031758	Ucp4B	2L	+	5969859	5971025	0.0	0.0	0.0
FBgn0014010	Rab5	2L	-	2359142	2365273	0.0	0.0	0.0
FBgn0263838	CR43700	2L	-	19023671	19024440	0.0	0.0	0.0
FBgn0263842	CG43703	2L	+	3765494	3765863	0.0	0.0	0.0
FBgn0051872	CG31872	2L	+	10639931	10643539	0.0	0.0	0.0
FBgn0053317	CR33317	2L	+	20901134	20901524	0.0	0.0	0.0
FBgn0051946	tRNA:CR31946	2L	+	2187007	2187079	0.0	0.0	0.0
FBgn0262877	CG43232	2L	+	6932121	6932954	0.0	0.0	0.0
FBgn0267727	Pen	2L	+	10056900	10060095	0.0	0.0	0.0
FBgn0266915	CR45375	2L	-	10441820	10442204	0.0	0.0	0.0
FBgn0266666	Sem1	2L	+	7063986	7064467	0.0	0.0	0.0
FBgn0032129	jp	2L	-	9547720	9566750	0.0	0.0	0.0
FBgn0000370	crc	2L	+	21310866	21319527	0.0	0.0	0.0
FBgn0011859	tRNA:G3:22BCa	2L	-	1938089	1938159	0.0	0.0	0.0
FBgn0032681	CG10283	2L	-	18472964	18484513	0.0	0.0	0.0
FBgn0031646	CG2837	2L	-	4903865	4906762	0.0	0.0	0.0
FBgn0265818	CR44607	2L	-	2507312	2507596	0.0	0.0	0.0
FBgn0001185	her	2L	+	16677185	16679691	0.0	0.0	0.0
FBgn0031474	CG2991	2L	+	2857164	2868548	0.0	0.0	0.0
FBgn0026391	Or33b	2L	+	11936181	11937501	0.0	0.0	0.0
FBgn0262786	CG43167	2L	+	11657410	11657992	0.0	0.0	0.0
FBgn0266206	CR44901	2L	-	18261073	18262298	0.0	0.0	0.0
FBgn0032751	CG17343	2L	+	19064929	19069673	0.0	0.0	0.0
FBgn0003313	sala	2L	+	11484707	11486949	0.0	0.0	0.0
FBgn0003963	ush	2L	+	476220	540560	0.0	0.0	0.0
FBgn0023407	B4	2L	-	13500624	13549328	0.0	0.0	0.0
FBgn0266303	CR44968	2L	+	10297730	10298413	0.0	0.0	0.0
FBgn0031929	CG18585	2L	-	7689311	7691061	0.0	0.0	0.0
FBgn0032688	CG15160	2L	+	18590891	18595429	0.0	0.0	0.0
FBgn0053508	ppk13	2L	-	21086790	21088751	0.0	0.0	0.0
FBgn0031760	Tsp26A	2L	+	6000228	6003738	0.0	0.0	0.0
FBgn0031360	CG31937	2L	+	1729887	1731070	0.0	0.0	0.0
FBgn0263985	CR43734	2L	-	9251138	9251459	0.0	0.0	0.0
FBgn0263085	CR43353	2L	-	18308088	18308684	0.0	0.0	0.0
FBgn0032015	Ostgamma	2L	-	8306696	8308192	0.0	0.0	0.0
FBgn0028916	CG33090	2L	+	14334158	14345795	0.0	0.0	0.0
FBgn0053322	CG33322	2L	-	20814337	20816240	0.0	0.0	0.0
FBgn0266901	CR45361	2L	+	20484399	20487548	0.0	0.0	0.0
FBgn0032851	CG13970	2L	-	20103386	20104150	0.0	0.0	0.0
FBgn0263577	mir-4910	2L	-	4817816	4817881	0.0	0.0	0.0
FBgn0032691	Atac2	2L	-	18609576	18612249	0.0	0.0	0.0
FBgn0029174	FKBP59	2L	+	9888005	9890119	0.0	0.0	0.0
FBgn0266899	CR45359	2L	+	20489308	20490282	0.0	0.0	0.0
FBgn0053822	His1:CG33822	2L	+	21466216	21467238	0.0	0.0	0.0
FBgn0031769	CG9135	2L	+	6050800	6053877	0.0	0.0	0.0
FBgn0028570	robl22E	2L	-	2290224	2290738	0.0	0.0	0.0
FBgn0031872	ihog	2L	-	6945464	6948808	0.0	0.0	0.0
FBgn0266329	CR44994	2L	-	16490224	16490890	0.0	0.0	0.0
FBgn0085410	TrissinR	2L	+	5824004	5856767	0.0	0.0	0.0
FBgn0032843	CG10730	2L	-	20070081	20072195	0.0	0.0	0.0
FBgn0028387	chm	2L	+	7412417	7422736	0.0	0.0	0.0
FBgn0027453	Dnz1	2L	-	10854435	10856644	0.0	0.0	0.0
FBgn0032600	CG17912	2L	+	16743405	16753704	0.0	0.0	0.0
FBgn0032707	CG10348	2L	-	18714453	18732524	0.0	0.0	0.0
FBgn0264887	CR44078	2L	-	3861405	3862097	0.0	0.0	0.0
FBgn0032284	CG7294	2L	-	10688734	10689271	0.0	0.0	0.0
FBgn0265820	CR44609	2L	+	4619587	4620918	0.0	0.0	0.0
FBgn0083036	snoRNA:Psi18S-525c	2L	+	20418834	20418967	0.0	0.0	0.0
FBgn0032701	CG10341	2L	+	18698714	18700645	0.0	0.0	0.0
FBgn0264695	Mhc	2L	+	16766566	16788766	0.0	0.0	0.0
FBgn0051635	CG31635	2L	-	6632798	6649114	0.0	0.0	0.0
FBgn0031544	CG17593	2L	+	3514872	3517264	0.0	0.0	0.0
FBgn0031257	CG4133	2L	+	455531	458745	0.0	0.0	0.0
FBgn0031530	pgant2	2L	-	3404460	3426719	0.0	0.0	0.0
FBgn0265800	CR44589	2L	+	12046442	12046679	0.0	0.0	0.0
FBgn0264882	CR44073	2L	-	1839494	1839896	0.0	0.0	0.0
FBgn0053810	His1:CG33810	2L	+	21437011	21438033	0.0	0.0	0.0
FBgn0032230	lft	2L	+	10364471	10366410	0.0	0.0	0.0
FBgn0265803	CR44592	2L	+	12085649	12086413	0.0	0.0	0.0
FBgn0266023	CR44788	2L	-	2259396	2259730	0.0	0.0	0.0
FBgn0010097	gammaTub37C	2L	-	19183863	19185726	0.0	0.0	0.0
FBgn0052971	CG32971	2L	+	14274821	14278002	0.0	0.0	0.0
FBgn0031856	CG11322	2L	-	6757864	6759628	0.0	0.0	0.0
FBgn0032029	CG17292	2L	+	8370454	8374250	0.0	0.0	0.0
FBgn0051713	Apf	2L	-	9938178	9938790	0.0	0.0	0.0
FBgn0259713	CG42367	2L	+	9930580	9931131	0.0	0.0	0.0
FBgn0032089	Rcd-1r	2L	-	9012885	9014068	0.0	0.0	0.0
FBgn0265584	CR44411	2L	-	17588203	17588720	0.0	0.0	0.0
FBgn0262425	mir-288	2L	-	20618366	20618462	0.0	0.0	0.0
FBgn0031895	CG4497	2L	-	7190431	7194588	0.0	0.0	0.0
FBgn0263019	CR43314	2L	-	11952200	11971094	0.0	0.0	0.0
FBgn0053899	His4:CG33899	2L	-	21458853	21459265	0.0	0.0	0.0
FBgn0051793	CG31793	2L	+	19003367	19008234	0.0	0.0	0.0
FBgn0004811	fs(2)ltoPP43	2L	-	19792773	19795851	0.0	0.0	0.0
FBgn0003931	snRNA:U4:38AB	2L	+	19810734	19810875	0.0	0.0	0.0
FBgn0014859	Hr38	2L	-	20683462	20714588	0.0	0.0	0.0
FBgn0026755	Ugt37b1	2L	+	6225048	6226842	0.0	0.0	0.0
FBgn0031948	CG7149	2L	-	7786160	7790557	0.0	0.0	0.0
FBgn0001301	kel	2L	-	18129884	18138083	0.0	0.0	0.0
FBgn0265671	CR44478	2L	+	18145098	18145499	0.0	0.0	0.0
FBgn0003444	smo	2L	+	277582	282167	0.0	0.0	0.0
FBgn0051939	tRNA:CR31939	2L	-	2010646	2010717	0.0	0.0	0.0
FBgn0051779	Acp24A4	2L	-	3693184	3693905	0.0	0.0	0.0
FBgn0031563	CG10031	2L	-	3698451	3699092	0.0	0.0	0.0
FBgn0263846	CG43707	2L	+	3757256	3769525	0.0	0.0	0.0
FBgn0010520	Bka	2L	+	9895287	9896104	0.0	0.0	0.0
FBgn0259960	CG42470	2L	-	11752973	11753555	0.0	0.0	0.0
FBgn0053854	His3:CG33854	2L	+	21520109	21520637	0.0	0.0	0.0
FBgn0027509	CG7261	2L	+	2147518	2151664	0.0	0.0	0.0
FBgn0032969	CG2528	2L	-	21981480	21992933	0.0	0.0	0.0
FBgn0266898	CR45358	2L	-	17575152	17575490	0.0	0.0	0.0
FBgn0031315	CG14341	2L	+	1166506	1167211	0.0	0.0	0.0
FBgn0002036	CG10561	2L	+	19114401	19116570	0.0	0.0	0.0
FBgn0266308	CR44973	2L	+	13582569	13583033	0.0	0.0	0.0
FBgn0265689	CR44496	2L	+	11588576	11589181	0.0	0.0	0.0
FBgn0031726	Cyp6a16	2L	-	5620615	5623762	0.0	0.0	0.0
FBgn0031308	CG4749	2L	+	1147822	1149449	0.0	0.0	0.0
FBgn0265797	CR44586	2L	+	11354001	11354329	0.0	0.0	0.0
FBgn0085339	CG34310	2L	+	6663664	6674780	0.0	0.0	0.0
FBgn0051712	CG31712	2L	-	9934767	9938134	0.0	0.0	0.0
FBgn0031526	CG8838	2L	+	3357646	3358618	0.0	0.0	0.0
FBgn0031601	Dim1	2L	+	4403251	4403955	0.0	0.0	0.0
FBgn0041004	CG17715	2L	+	22844220	22854541	0.0	0.0	0.0
